"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.06.2022","3,53","3,63","3,65","3,52","6,16M","-2,75%"
"02.06.2022","3,63","3,39","3,66","3,39","14,52M","9,34%"
"01.06.2022","3,32","3,31","3,37","3,30","4,19M","0,30%"
"31.05.2022","3,31","3,28","3,36","3,28","6,28M","1,53%"
"30.05.2022","3,26","3,25","3,28","3,23","3,10M","0,62%"
"27.05.2022","3,24","3,23","3,32","3,21","8,45M","1,25%"
"26.05.2022","3,20","3,14","3,22","3,14","4,01M","1,59%"
"25.05.2022","3,15","3,17","3,19","3,15","5,73M","-0,63%"
"24.05.2022","3,17","3,09","3,20","3,06","4,66M","-0,31%"
"23.05.2022","3,18","3,23","3,29","3,17","7,77M","0,63%"
"20.05.2022","3,16","3,12","3,22","3,12","9,75M","3,61%"
"19.05.2022","3,05","2,82","3,07","2,81","14,54M","8,93%"
"18.05.2022","2,80","2,91","2,91","2,80","8,66M","-4,44%"
"17.05.2022","2,93","3,02","3,05","2,93","9,10M","-1,01%"
"16.05.2022","2,96","3,00","3,01","2,93","6,51M","-0,34%"
"13.05.2022","2,97","2,91","3,00","2,88","6,50M","3,48%"
"12.05.2022","2,87","2,92","2,92","2,84","9,10M","-3,37%"
"11.05.2022","2,97","2,97","3,07","2,94","11,33M","1,37%"
"10.05.2022","2,93","3,14","3,19","2,93","12,59M","-7,28%"
"09.05.2022","3,16","3,21","3,21","3,12","6,39M","-3,07%"
"06.05.2022","3,26","3,34","3,36","3,25","5,91M","-2,69%"
"05.05.2022","3,35","3,53","3,56","3,33","10,60M","-6,69%"
"04.05.2022","3,59","3,43","3,63","3,39","9,07M","4,06%"
"03.05.2022","3,45","3,34","3,51","3,31","8,93M","3,92%"
"02.05.2022","3,32","3,30","3,34","3,21","7,61M","2,15%"
"29.04.2022","3,25","3,29","3,38","3,22","8,25M","0,00%"
"28.04.2022","3,25","3,27","3,30","3,19","4,89M","0,62%"
"27.04.2022","3,23","3,25","3,29","3,22","5,39M","1,89%"
"26.04.2022","3,17","3,34","3,35","3,17","5,82M","-5,09%"
"25.04.2022","3,34","3,29","3,35","3,25","5,37M","-0,89%"
"22.04.2022","3,37","3,44","3,48","3,36","5,04M","-3,16%"
"20.04.2022","3,48","3,60","3,62","3,47","5,54M","-4,13%"
"19.04.2022","3,63","3,60","3,64","3,57","3,09M","0,00%"
"18.04.2022","3,63","3,61","3,65","3,57","3,05M","-0,27%"
"14.04.2022","3,64","3,63","3,65","3,60","2,90M","-0,55%"
"13.04.2022","3,66","3,61","3,72","3,61","6,02M","1,10%"
"12.04.2022","3,62","3,74","3,74","3,59","9,20M","-1,36%"
"11.04.2022","3,67","3,59","3,70","3,57","4,37M","0,82%"
"08.04.2022","3,64","3,65","3,67","3,57","7,18M","-0,82%"
"07.04.2022","3,67","3,65","3,70","3,62","4,23M","-0,54%"
"06.04.2022","3,69","3,73","3,73","3,64","5,97M","-0,81%"
"05.04.2022","3,72","3,86","3,86","3,72","6,61M","-3,88%"
"04.04.2022","3,87","3,83","3,94","3,82","4,12M","1,31%"
"01.04.2022","3,82","3,80","3,89","3,80","4,21M","1,33%"
"31.03.2022","3,77","3,83","3,86","3,77","5,29M","-1,31%"
"30.03.2022","3,82","3,81","3,92","3,79","8,15M","1,33%"
"29.03.2022","3,77","3,84","3,87","3,75","6,06M","-0,79%"
"28.03.2022","3,80","3,87","3,89","3,79","6,46M","-1,04%"
"25.03.2022","3,84","3,84","3,94","3,83","5,49M","0,00%"
"24.03.2022","3,84","3,83","3,86","3,77","7,61M","0,52%"
"23.03.2022","3,82","3,89","3,94","3,82","4,66M","-1,80%"
"22.03.2022","3,89","3,84","3,95","3,83","5,58M","1,04%"
"21.03.2022","3,85","3,83","3,89","3,80","4,78M","0,26%"
"18.03.2022","3,84","3,61","3,84","3,59","11,48M","6,96%"
"17.03.2022","3,59","3,59","3,64","3,55","5,13M","1,41%"
"16.03.2022","3,54","3,75","3,76","3,50","11,44M","-0,84%"
"15.03.2022","3,57","3,74","3,74","3,54","7,83M","-5,31%"
"14.03.2022","3,77","3,97","4,03","3,75","7,23M","-6,22%"
"11.03.2022","4,02","4,09","4,20","4,02","6,14M","-0,99%"
"10.03.2022","4,06","4,06","4,17","3,95","8,19M","-3,10%"
"09.03.2022","4,19","4,07","4,24","4,02","8,54M","2,70%"
"08.03.2022","4,08","4,28","4,31","4,08","6,50M","-3,77%"
"07.03.2022","4,24","4,25","4,37","4,19","8,83M","0,71%"
"04.03.2022","4,21","4,14","4,22","4,07","5,56M","1,69%"
"03.03.2022","4,14","4,09","4,24","4,09","9,98M","2,22%"
"02.03.2022","4,05","4,01","4,07","3,94","6,05M","4,65%"
"25.02.2022","3,87","3,75","3,90","3,75","7,38M","1,84%"
"24.02.2022","3,80","3,65","3,82","3,61","10,72M","-0,78%"
"23.02.2022","3,83","3,90","3,97","3,83","5,55M","-2,05%"
"22.02.2022","3,91","3,89","3,94","3,87","4,46M","1,30%"
"21.02.2022","3,86","4,00","4,03","3,82","4,92M","-2,03%"
"18.02.2022","3,94","4,05","4,05","3,93","4,41M","-1,25%"
"17.02.2022","3,99","4,10","4,12","3,98","5,50M","-3,86%"
"16.02.2022","4,15","4,17","4,24","4,12","6,00M","0,00%"
"15.02.2022","4,15","4,09","4,18","4,07","4,20M","-0,48%"
"14.02.2022","4,17","4,09","4,20","4,08","5,74M","1,21%"
"11.02.2022","4,12","4,29","4,31","4,12","11,66M","-3,96%"
"10.02.2022","4,29","4,40","4,47","4,27","15,48M","-1,15%"
"09.02.2022","4,34","4,42","4,44","4,30","11,31M","-1,81%"
"08.02.2022","4,42","4,45","4,50","4,40","6,87M","-0,67%"
"07.02.2022","4,45","4,47","4,54","4,44","9,62M","0,00%"
"04.02.2022","4,45","4,47","4,50","4,37","7,75M","-0,45%"
"03.02.2022","4,47","4,48","4,51","4,42","3,75M","-0,22%"
"02.02.2022","4,48","4,50","4,60","4,47","6,63M","-0,44%"
"01.02.2022","4,50","4,35","4,54","4,35","7,33M","3,21%"
"31.01.2022","4,36","4,45","4,46","4,34","9,47M","-2,46%"
"28.01.2022","4,47","4,55","4,55","4,44","8,39M","0,45%"
"27.01.2022","4,45","4,57","4,62","4,42","9,18M","-1,55%"
"26.01.2022","4,52","4,56","4,70","4,51","11,45M","0,00%"
"25.01.2022","4,52","4,37","4,56","4,34","7,94M","3,43%"
"24.01.2022","4,37","4,42","4,43","4,32","5,14M","-2,67%"
"21.01.2022","4,49","4,49","4,60","4,48","4,14M","-0,44%"
"20.01.2022","4,51","4,58","4,67","4,51","4,11M","-1,10%"
"19.01.2022","4,56","4,63","4,69","4,54","7,78M","1,33%"
"18.01.2022","4,50","4,39","4,54","4,35","6,22M","2,27%"
"17.01.2022","4,40","4,45","4,50","4,39","3,17M","-2,00%"
"14.01.2022","4,49","4,47","4,52","4,42","3,74M","0,45%"
"13.01.2022","4,47","4,52","4,60","4,46","4,67M","-2,19%"
"12.01.2022","4,57","4,48","4,65","4,39","12,60M","4,58%"
"11.01.2022","4,37","4,37","4,50","4,35","5,51M","0,00%"
"10.01.2022","4,37","4,30","4,39","4,18","6,41M","0,23%"
"07.01.2022","4,36","4,30","4,45","4,23","7,38M","2,35%"
"06.01.2022","4,26","4,44","4,49","4,23","7,87M","-2,07%"
"05.01.2022","4,35","4,65","4,67","4,30","11,44M","-7,84%"
"04.01.2022","4,72","4,44","4,74","4,43","17,92M","7,27%"
"03.01.2022","4,40","4,27","4,47","4,12","13,28M","4,51%"
"30.12.2021","4,21","4,13","4,35","4,11","48,47M","3,69%"
"29.12.2021","4,06","4,00","4,11","3,96","6,49M","1,00%"
"28.12.2021","4,02","4,11","4,11","3,96","7,02M","-2,43%"
"27.12.2021","4,12","4,05","4,17","4,04","4,21M","0,73%"
"23.12.2021","4,09","4,11","4,12","3,99","4,27M","0,00%"
"22.12.2021","4,09","4,26","4,26","4,09","5,81M","-4,22%"
"21.12.2021","4,27","4,24","4,32","4,16","9,09M","2,89%"
"20.12.2021","4,15","4,33","4,35","4,15","9,79M","-6,53%"
"17.12.2021","4,44","4,25","4,47","4,20","10,04M","3,98%"
"16.12.2021","4,27","4,33","4,35","4,11","13,81M","1,91%"
"15.12.2021","4,19","4,15","4,22","4,01","7,63M","0,96%"
"14.12.2021","4,15","4,24","4,32","4,11","5,83M","-2,12%"
"13.12.2021","4,24","4,25","4,44","4,22","12,05M","2,91%"
"10.12.2021","4,12","4,17","4,28","4,06","7,63M","-1,20%"
"09.12.2021","4,17","3,98","4,19","3,96","8,41M","3,99%"
"08.12.2021","4,01","4,03","4,14","3,93","11,15M","-0,50%"
"07.12.2021","4,03","4,00","4,16","3,96","13,71M","4,40%"
"06.12.2021","3,86","3,76","3,90","3,71","8,33M","4,04%"
"03.12.2021","3,71","3,73","3,90","3,70","6,79M","-1,07%"
"02.12.2021","3,75","3,64","3,79","3,64","5,22M","3,88%"
"01.12.2021","3,61","3,74","3,82","3,61","8,59M","-1,90%"
"30.11.2021","3,68","3,67","3,76","3,62","5,75M","0,00%"
"29.11.2021","3,68","3,83","3,85","3,68","7,19M","-0,54%"
"26.11.2021","3,70","3,66","3,76","3,56","7,72M","-3,14%"
"25.11.2021","3,82","3,85","3,90","3,79","3,67M","-0,26%"
"24.11.2021","3,83","3,79","3,88","3,75","5,09M","2,13%"
"23.11.2021","3,75","3,85","4,00","3,72","11,53M","1,90%"
"22.11.2021","3,68","3,76","3,86","3,68","15,08M","0,55%"
"19.11.2021","3,66","3,53","3,72","3,53","9,26M","4,27%"
"18.11.2021","3,51","3,59","3,60","3,51","6,57M","-2,23%"
"17.11.2021","3,59","3,68","3,75","3,58","4,31M","-1,37%"
"16.11.2021","3,64","3,75","3,79","3,62","3,80M","-3,45%"
"12.11.2021","3,77","3,76","3,99","3,73","9,14M","-0,53%"
"11.11.2021","3,79","3,64","3,88","3,61","16,43M","10,17%"
"10.11.2021","3,44","3,51","3,61","3,43","12,20M","-3,10%"
"09.11.2021","3,55","3,54","3,70","3,50","13,87M","-0,84%"
"08.11.2021","3,58","3,48","3,61","3,44","12,56M","4,99%"
"05.11.2021","3,41","3,21","3,42","3,19","11,41M","5,90%"
"04.11.2021","3,22","3,09","3,31","3,06","18,28M","0,31%"
"03.11.2021","3,21","3,28","3,30","3,17","12,50M","-3,31%"
"01.11.2021","3,32","3,25","3,34","3,23","8,83M","2,15%"
"29.10.2021","3,25","3,39","3,44","3,22","9,35M","-4,13%"
"28.10.2021","3,39","3,48","3,53","3,39","9,32M","-3,14%"
"27.10.2021","3,50","3,62","3,64","3,49","5,73M","-1,96%"
"26.10.2021","3,57","3,70","3,72","3,52","7,37M","-3,51%"
"25.10.2021","3,70","3,77","3,78","3,66","11,64M","-0,80%"
"22.10.2021","3,73","3,67","3,77","3,64","11,64M","0,54%"
"21.10.2021","3,71","3,68","3,74","3,61","8,73M","-2,11%"
"20.10.2021","3,79","3,99","4,01","3,79","11,20M","-4,77%"
"19.10.2021","3,98","4,07","4,11","3,96","7,25M","-3,86%"
"18.10.2021","4,14","4,05","4,19","3,98","8,70M","0,98%"
"15.10.2021","4,10","3,78","4,11","3,77","18,14M","8,75%"
"14.10.2021","3,77","3,84","3,87","3,74","6,96M","-1,31%"
"13.10.2021","3,82","3,91","3,93","3,76","18,56M","-3,54%"
"11.10.2021","3,96","3,98","4,06","3,87","12,07M","3,13%"
"08.10.2021","3,84","3,85","3,93","3,82","8,64M","2,13%"
"07.10.2021","3,76","3,83","3,85","3,75","10,40M","-0,79%"
"06.10.2021","3,79","3,74","3,83","3,71","8,12M","-0,52%"
"05.10.2021","3,81","3,86","3,94","3,79","4,80M","-1,04%"
"04.10.2021","3,85","4,04","4,04","3,85","6,09M","-4,23%"
"01.10.2021","4,02","3,94","4,03","3,87","8,33M","2,29%"
"30.09.2021","3,93","3,88","4,07","3,84","19,80M","3,69%"
"29.09.2021","3,79","3,71","3,81","3,63","9,67M","4,12%"
"28.09.2021","3,64","3,79","3,79","3,62","13,09M","-5,94%"
"27.09.2021","3,87","3,71","3,93","3,67","12,86M","6,32%"
"24.09.2021","3,64","3,69","3,71","3,59","9,29M","-0,82%"
"23.09.2021","3,67","3,69","3,79","3,62","9,19M","-0,54%"
"22.09.2021","3,69","3,80","3,82","3,64","9,54M","2,50%"
"21.09.2021","3,60","3,58","3,65","3,52","9,92M","2,56%"
"20.09.2021","3,51","3,45","3,56","3,35","17,01M","-4,36%"
"17.09.2021","3,67","3,70","3,75","3,59","32,36M","-1,87%"
"16.09.2021","3,74","3,88","3,88","3,72","11,00M","-4,35%"
"15.09.2021","3,91","4,06","4,06","3,91","10,67M","-3,69%"
"14.09.2021","4,06","4,19","4,19","4,06","5,56M","-2,64%"
"13.09.2021","4,17","4,16","4,20","4,11","4,61M","0,97%"
"10.09.2021","4,13","4,26","4,29","4,09","5,99M","0,73%"
"09.09.2021","4,10","4,16","4,20","4,04","9,52M","-1,44%"
"08.09.2021","4,16","4,27","4,30","4,16","8,58M","-3,93%"
"06.09.2021","4,33","4,19","4,36","4,19","3,85M","1,17%"
"03.09.2021","4,28","4,31","4,46","4,22","7,23M","2,15%"
"02.09.2021","4,19","4,35","4,37","4,19","7,53M","-3,01%"
"01.09.2021","4,32","4,33","4,41","4,24","6,01M","-1,59%"
"31.08.2021","4,39","4,61","4,61","4,39","9,42M","-5,59%"
"30.08.2021","4,65","4,52","4,67","4,51","5,89M","2,88%"
"27.08.2021","4,52","4,41","4,59","4,41","7,34M","3,91%"
"26.08.2021","4,35","4,51","4,54","4,35","5,98M","-3,12%"
"25.08.2021","4,49","4,56","4,65","4,48","5,78M","-1,54%"
"24.08.2021","4,56","4,22","4,58","4,22","9,43M","10,68%"
"23.08.2021","4,12","4,22","4,27","4,10","9,29M","-1,90%"
"20.08.2021","4,20","4,31","4,45","4,20","8,32M","-2,55%"
"19.08.2021","4,31","4,19","4,37","4,13","9,53M","-0,23%"
"18.08.2021","4,32","4,39","4,49","4,32","10,72M","-3,14%"
"17.08.2021","4,46","4,75","4,78","4,40","15,18M","-6,69%"
"16.08.2021","4,78","4,96","4,96","4,58","15,67M","-3,63%"
"13.08.2021","4,96","5,10","5,10","4,88","5,64M","-2,17%"
"12.08.2021","5,07","5,10","5,12","5,01","3,91M","-0,59%"
"11.08.2021","5,10","5,15","5,17","5,09","3,54M","-0,39%"
"10.08.2021","5,12","5,15","5,22","5,12","4,19M","-0,58%"
"09.08.2021","5,15","5,18","5,20","5,07","7,00M","-1,72%"
"06.08.2021","5,24","5,27","5,30","5,22","3,30M","0,00%"
"05.08.2021","5,24","5,36","5,39","5,23","9,52M","-2,78%"
"04.08.2021","5,39","5,42","5,44","5,33","5,29M","0,37%"
"03.08.2021","5,37","5,53","5,54","5,28","8,00M","-2,72%"
"02.08.2021","5,52","5,54","5,61","5,47","4,94M","0,91%"
"30.07.2021","5,47","5,56","5,61","5,44","7,97M","-2,84%"
"29.07.2021","5,63","5,48","5,65","5,46","11,35M","4,07%"
"28.07.2021","5,41","5,53","5,53","5,37","8,99M","-0,73%"
"27.07.2021","5,45","5,48","5,49","5,33","4,78M","-0,37%"
"26.07.2021","5,47","5,37","5,50","5,35","5,34M","1,86%"
"23.07.2021","5,37","5,38","5,39","5,34","2,33M","-0,37%"
"22.07.2021","5,39","5,34","5,39","5,30","3,05M","0,75%"
"21.07.2021","5,35","5,37","5,43","5,35","3,59M","-0,74%"
"20.07.2021","5,39","5,37","5,41","5,33","3,48M","0,37%"
"19.07.2021","5,37","5,38","5,38","5,30","5,20M","-0,74%"
"16.07.2021","5,41","5,46","5,46","5,39","3,55M","0,00%"
"15.07.2021","5,41","5,43","5,47","5,41","2,28M","-0,37%"
"14.07.2021","5,43","5,44","5,48","5,41","4,19M","0,00%"
"13.07.2021","5,43","5,44","5,49","5,40","3,06M","-0,18%"
"12.07.2021","5,44","5,44","5,49","5,39","5,32M","1,12%"
"08.07.2021","5,38","5,40","5,43","5,21","6,42M","-0,92%"
"07.07.2021","5,43","5,47","5,47","5,40","5,45M","-0,18%"
"06.07.2021","5,44","5,44","5,50","5,41","2,96M","-0,18%"
"05.07.2021","5,45","5,50","5,50","5,43","2,41M","0,37%"
"02.07.2021","5,43","5,43","5,48","5,42","3,25M","0,37%"
"01.07.2021","5,41","5,46","5,49","5,38","6,20M","-0,55%"
"30.06.2021","5,44","5,50","5,52","5,41","7,04M","-1,45%"
"29.06.2021","5,52","5,52","5,57","5,48","5,17M","-0,18%"
"28.06.2021","5,53","5,57","5,57","5,44","6,51M","-0,54%"
"25.06.2021","5,56","5,59","5,60","5,55","5,72M","-0,18%"
"24.06.2021","5,57","5,59","5,63","5,53","11,67M","0,00%"
"23.06.2021","5,57","5,60","5,62","5,55","5,41M","-0,18%"
"22.06.2021","5,58","5,59","5,60","5,54","3,44M","-0,53%"
"21.06.2021","5,61","5,49","5,61","5,36","5,32M","-0,18%"
"18.06.2021","5,62","5,56","5,62","5,52","4,81M","1,26%"
"17.06.2021","5,55","5,63","5,63","5,50","6,94M","-1,42%"
"16.06.2021","5,63","5,71","5,72","5,59","6,95M","-2,09%"
"15.06.2021","5,75","5,76","5,76","5,66","3,60M","-0,17%"
"14.06.2021","5,76","5,79","5,88","5,73","5,41M","-0,17%"
"11.06.2021","5,77","5,71","5,77","5,68","4,79M","1,94%"
"10.06.2021","5,66","5,62","5,66","5,56","3,88M","1,07%"
"09.06.2021","5,60","5,58","5,61","5,53","3,97M","1,27%"
"08.06.2021","5,53","5,57","5,62","5,49","3,87M","-0,72%"
"07.06.2021","5,57","5,60","5,60","5,44","5,43M","-0,89%"
"04.06.2021","5,62","5,71","5,75","5,59","7,29M","-2,09%"
"02.06.2021","5,74","5,71","5,76","5,63","7,56M","0,53%"
"01.06.2021","5,71","5,70","5,72","5,62","6,88M","2,33%"
"31.05.2021","5,58","5,60","5,65","5,53","5,30M","0,72%"
"28.05.2021","5,54","5,56","5,61","5,47","7,45M","1,09%"
"27.05.2021","5,48","5,43","5,55","5,42","10,13M","1,86%"
"26.05.2021","5,38","5,37","5,45","5,30","15,74M","-0,74%"
"25.05.2021","5,42","5,52","5,59","5,38","6,37M","-1,28%"
"24.05.2021","5,49","5,43","5,50","5,37","8,93M","0,00%"
"21.05.2021","5,49","5,52","5,53","5,41","7,98M","-1,08%"
"20.05.2021","5,55","5,62","5,64","5,53","7,21M","-0,72%"
"19.05.2021","5,59","5,71","5,71","5,54","9,76M","-3,79%"
"18.05.2021","5,81","5,81","5,93","5,72","13,91M","1,22%"
"17.05.2021","5,74","5,71","5,85","5,69","7,56M","1,23%"
"14.05.2021","5,67","5,76","5,84","5,65","11,77M","-3,41%"
"13.05.2021","5,87","5,94","6,03","5,77","13,57M","-1,68%"
"12.05.2021","5,97","6,09","6,22","5,97","142,91M","-7,87%"
"11.05.2021","6,48","6,27","6,48","6,13","8,75M","2,69%"
"10.05.2021","6,31","6,54","6,58","6,19","13,20M","0,00%"
"07.05.2021","6,31","6,34","6,45","6,24","9,21M","1,12%"
"06.05.2021","6,24","6,12","6,24","6,06","10,38M","4,00%"
"05.05.2021","6,00","6,06","6,11","5,89","15,85M","-0,17%"
"04.05.2021","6,01","6,08","6,12","5,83","9,05M","-0,83%"
"03.05.2021","6,06","6,26","6,29","6,04","8,01M","-2,26%"
"30.04.2021","6,20","6,36","6,36","6,20","7,33M","-2,97%"
"29.04.2021","6,39","6,45","6,62","6,22","16,41M","1,43%"
"28.04.2021","6,30","6,13","6,33","6,12","7,55M","3,96%"
"27.04.2021","6,06","5,90","6,15","5,88","10,53M","3,24%"
"26.04.2021","5,87","5,86","5,93","5,81","7,57M","1,73%"
"23.04.2021","5,77","5,77","5,83","5,72","4,64M","1,05%"
"22.04.2021","5,71","5,81","5,82","5,64","5,26M","0,00%"
"20.04.2021","5,71","5,79","5,96","5,71","7,34M","-0,70%"
"19.04.2021","5,75","5,72","5,78","5,69","5,84M","1,59%"
"16.04.2021","5,66","5,73","5,81","5,60","7,18M","-1,22%"
"15.04.2021","5,73","5,64","5,78","5,64","10,60M","2,32%"
"14.04.2021","5,60","5,54","5,61","5,50","10,78M","0,90%"
"13.04.2021","5,55","5,58","5,59","5,51","3,71M","-0,54%"
"12.04.2021","5,58","5,55","5,62","5,51","4,06M","0,72%"
"09.04.2021","5,54","5,50","5,58","5,42","3,10M","0,73%"
"08.04.2021","5,50","5,55","5,62","5,50","4,84M","-0,90%"
"07.04.2021","5,55","5,52","5,55","5,48","4,41M","1,46%"
"06.04.2021","5,47","5,45","5,54","5,45","4,14M","0,55%"
"05.04.2021","5,44","5,43","5,50","5,42","3,78M","1,68%"
"01.04.2021","5,35","5,50","5,57","5,33","6,40M","-1,47%"
"31.03.2021","5,43","5,35","5,47","5,35","5,41M","1,88%"
"30.03.2021","5,33","5,41","5,58","5,32","8,87M","-1,66%"
"29.03.2021","5,42","4,94","5,44","4,94","10,51M","9,72%"
"26.03.2021","4,94","5,00","5,03","4,91","4,07M","0,61%"
"25.03.2021","4,91","5,03","5,06","4,91","4,81M","-0,61%"
"24.03.2021","4,94","4,96","4,97","4,91","1,76M","0,41%"
"23.03.2021","4,92","4,97","4,99","4,87","2,29M","-1,01%"
"22.03.2021","4,97","4,99","5,02","4,91","2,19M","-1,39%"
"19.03.2021","5,04","5,04","5,04","4,96","2,80M","0,40%"
"18.03.2021","5,02","5,09","5,12","4,98","4,67M","-1,57%"
"17.03.2021","5,10","5,03","5,16","5,00","2,55M","1,39%"
"16.03.2021","5,03","5,02","5,12","5,01","2,25M","0,20%"
"15.03.2021","5,02","5,00","5,04","4,94","2,56M","0,00%"
"12.03.2021","5,02","5,00","5,03","4,94","2,24M","-0,20%"
"11.03.2021","5,03","5,00","5,16","4,91","7,45M","1,41%"
"10.03.2021","4,96","5,03","5,03","4,85","9,78M","-1,00%"
"09.03.2021","5,01","5,00","5,02","4,88","3,95M","-0,40%"
"08.03.2021","5,03","4,97","5,04","4,94","4,98M","0,00%"
"05.03.2021","5,03","4,97","5,05","4,91","9,97M","0,60%"
"04.03.2021","5,00","5,03","5,06","4,78","17,92M","-0,40%"
"03.03.2021","5,02","5,26","5,26","4,84","10,19M","-3,46%"
"02.03.2021","5,20","5,30","5,35","5,03","6,14M","-1,70%"
"01.03.2021","5,29","5,35","5,38","5,22","6,58M","0,19%"
"26.02.2021","5,28","5,41","5,42","5,26","4,85M","-0,75%"
"25.02.2021","5,32","5,43","5,49","5,32","6,05M","-1,66%"
"24.02.2021","5,41","5,42","5,49","5,36","6,55M","0,37%"
"23.02.2021","5,39","5,62","5,68","5,38","9,22M","-1,82%"
"22.02.2021","5,49","5,28","5,50","5,13","10,51M","2,62%"
"19.02.2021","5,35","5,38","5,53","5,34","9,96M","0,56%"
